,Unnamed: 0,日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
340,340,20220531,1973,ＮＥＣネッツエスアイ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
399,399,20220531,2138,クルーズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
467,467,20220531,2303,ドーン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
470,470,20220531,2307,クロスキャット,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
473,473,20220531,2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
474,474,20220531,2317,システナ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
475,475,20220531,2321,ソフトフロントホールディングス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
476,476,20220531,2323,ｆｏｎｆｕｎ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
478,478,20220531,2326,デジタルアーツ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
479,479,20220531,2327,日鉄ソリューションズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
480,480,20220531,2329,東北新社,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
481,481,20220531,2330,フォーサイド,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
483,483,20220531,2332,クエスト,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
485,485,20220531,2335,キューブシステム,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
487,487,20220531,2338,クオンタムソリューションズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
492,492,20220531,2345,クシム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
493,493,20220531,2349,エヌアイデイ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
494,494,20220531,2351,ＡＳＪ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
495,495,20220531,2352,ＷＯＷ　ＷＯＲＬＤ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
497,497,20220531,2354,ＹＥ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
498,498,20220531,2359,コア,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
521,521,20220531,2411,ゲンダイエージェンシー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
540,540,20220531,2452,コンピュータマインド,PRO Market,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
551,551,20220531,2477,手間いらず,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
553,553,20220531,2480,システム・ロケーション,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
556,556,20220531,2484,出前館,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
842,842,20220531,3031,ラクーンホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
848,848,20220531,3040,ソリトンシステムズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
850,850,20220531,3042,セキュアヴェイル,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1034,1034,20220531,3371,ソフトクリエイトホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1177,1177,20220531,3622,ネットイヤーグループ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1178,1178,20220531,3623,ビリングシステム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1179,1179,20220531,3624,アクセルマーク,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1180,1180,20220531,3625,テックファームホールディングス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1181,1181,20220531,3626,ＴＩＳ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
1182,1182,20220531,3627,ＪＮＳホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1183,1183,20220531,3628,データホライゾン,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1184,1184,20220531,3632,グリー,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1185,1185,20220531,3633,ＧＭＯペパボ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1186,1186,20220531,3634,ソケッツ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1187,1187,20220531,3635,コーエーテクモホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
1188,1188,20220531,3636,三菱総合研究所,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1189,1189,20220531,3639,ボルテージ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1190,1190,20220531,3640,電算,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1191,1191,20220531,3641,パピレス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1192,1192,20220531,3645,メディカルネット,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1193,1193,20220531,3646,駅探,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1194,1194,20220531,3647,ジー・スリーホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1195,1195,20220531,3648,ＡＧＳ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1196,1196,20220531,3649,ファインデックス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1197,1197,20220531,3652,ディジタルメディアプロフェッショナル,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1198,1198,20220531,3653,モルフォ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1199,1199,20220531,3655,ブレインパッド,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1200,1200,20220531,3656,ＫＬａｂ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1201,1201,20220531,3657,ポールトゥウィンホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1202,1202,20220531,3659,ネクソン,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
1203,1203,20220531,3660,アイスタイル,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1204,1204,20220531,3661,エムアップホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1205,1205,20220531,3662,エイチーム,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1206,1206,20220531,3663,アートスパークホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1207,1207,20220531,3664,モブキャストホールディングス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1208,1208,20220531,3665,エニグモ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1209,1209,20220531,3666,テクノスジャパン,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1210,1210,20220531,3667,ｅｎｉｓｈ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1211,1211,20220531,3668,コロプラ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1212,1212,20220531,3670,協立情報通信,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1213,1213,20220531,3671,ソフトマックス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1214,1214,20220531,3672,オルトプラス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1215,1215,20220531,3673,ブロードリーフ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1216,1216,20220531,3674,オークファン,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1217,1217,20220531,3675,クロス・マーケティンググループ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1218,1218,20220531,3676,デジタルハーツホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1219,1219,20220531,3677,システム情報,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1220,1220,20220531,3678,メディアドゥ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1221,1221,20220531,3679,じげん,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1222,1222,20220531,3680,ホットリンク,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1223,1223,20220531,3681,ブイキューブ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1224,1224,20220531,3682,エンカレッジ・テクノロジ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1225,1225,20220531,3683,サイバーリンクス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1226,1226,20220531,3686,ディー・エル・イー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1227,1227,20220531,3687,フィックスターズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1228,1228,20220531,3688,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1229,1229,20220531,3690,イルグルム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1230,1230,20220531,3691,デジタルプラス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1231,1231,20220531,3692,ＦＦＲＩセキュリティ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1232,1232,20220531,3694,オプティム,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1233,1233,20220531,3695,ＧＭＯリサーチ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1234,1234,20220531,3696,セレス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1235,1235,20220531,3697,ＳＨＩＦＴ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
1236,1236,20220531,3698,ＣＲＩ・ミドルウェア,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1238,1238,20220531,3710,ジョルダン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1239,1239,20220531,3712,情報企画,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1240,1240,20220531,3719,ジェクシード,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1241,1241,20220531,3723,日本ファルコム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1243,1243,20220531,3727,アプリックス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1244,1244,20220531,3733,ソフトウェア・サービス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1245,1245,20220531,3738,ティーガイア,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1246,1246,20220531,3741,セック,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1247,1247,20220531,3744,サイオス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1248,1248,20220531,3747,インタートレード,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1249,1249,20220531,3750,ＦＲＡＣＴＡＬＥ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1250,1250,20220531,3753,フライトホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1251,1251,20220531,3758,アエリア,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1252,1252,20220531,3760,ケイブ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1253,1253,20220531,3762,テクマトリックス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1254,1254,20220531,3763,プロシップ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1255,1255,20220531,3765,ガンホー・オンライン・エンターテイメント,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
1256,1256,20220531,3766,システムズ・デザイン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1257,1257,20220531,3768,リスクモンスター,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1258,1258,20220531,3769,ＧＭＯペイメントゲートウェイ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
1259,1259,20220531,3770,ザッパラス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1260,1260,20220531,3771,システムリサーチ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1262,1262,20220531,3773,アドバンスト・メディア,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1263,1263,20220531,3774,インターネットイニシアティブ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
1264,1264,20220531,3776,ブロードバンドタワー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1265,1265,20220531,3777,ＦＨＴホールディングス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1266,1266,20220531,3778,さくらインターネット,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1267,1267,20220531,3779,ジェイ・エスコムホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1268,1268,20220531,3782,ディー・ディー・エス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1269,1269,20220531,3784,ヴィンクス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1270,1270,20220531,3787,テクノマセマティカル,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1271,1271,20220531,3788,ＧＭＯグローバルサイン・ホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1272,1272,20220531,3791,ＩＧポート,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1273,1273,20220531,3793,ドリコム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1274,1274,20220531,3796,いい生活,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1275,1275,20220531,3798,ＵＬＳグループ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1276,1276,20220531,3799,キーウェアソリューションズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1277,1277,20220531,3800,ユニリタ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1278,1278,20220531,3802,エコミック,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1279,1279,20220531,3803,イメージ情報開発,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1280,1280,20220531,3804,システム　ディ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1281,1281,20220531,3807,フィスコ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1282,1282,20220531,3810,サイバーステップ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1283,1283,20220531,3814,アルファクス・フード・システム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1284,1284,20220531,3815,メディア工房,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1285,1285,20220531,3816,大和コンピューター,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1286,1286,20220531,3817,ＳＲＡホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1287,1287,20220531,3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1288,1288,20220531,3825,リミックスポイント,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1289,1289,20220531,3826,システムインテグレータ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1290,1290,20220531,3834,朝日ネット,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1291,1291,20220531,3835,ｅＢＡＳＥ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1292,1292,20220531,3836,アバント,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1293,1293,20220531,3837,アドソル日進,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1294,1294,20220531,3839,ＯＤＫソリューションズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1295,1295,20220531,3840,パス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1296,1296,20220531,3841,ジーダット,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1297,1297,20220531,3842,ネクストジェン,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1298,1298,20220531,3843,フリービット,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1299,1299,20220531,3844,コムチュア,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1300,1300,20220531,3845,アイフリークモバイル,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1301,1301,20220531,3847,パシフィックシステム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1302,1302,20220531,3848,データ・アプリケーション,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1303,1303,20220531,3850,エヌ・ティ・ティ・データ・イントラマート,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1304,1304,20220531,3851,日本一ソフトウェア,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1305,1305,20220531,3852,サイバーコム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1306,1306,20220531,3853,アステリア,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1307,1307,20220531,3854,アイル,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1309,1309,20220531,3857,ラック,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1310,1310,20220531,3858,ユビキタスＡＩコーポレーション,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1322,1322,20220531,3900,クラウドワークス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1323,1323,20220531,3901,マークラインズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1324,1324,20220531,3902,メディカル・データ・ビジョン,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1325,1325,20220531,3903,ｇｕｍｉ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
1326,1326,20220531,3904,カヤック,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1327,1327,20220531,3905,データセクション,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1328,1328,20220531,3906,ＡＬＢＥＲＴ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1329,1329,20220531,3907,シリコンスタジオ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1330,1330,20220531,3908,コラボス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1331,1331,20220531,3909,ショーケース,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1332,1332,20220531,3910,エムケイシステム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1333,1333,20220531,3911,Ａｉｍｉｎｇ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1334,1334,20220531,3912,モバイルファクトリー,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1335,1335,20220531,3913,ｓＭｅｄｉｏ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1336,1336,20220531,3914,ＪＩＧ－ＳＡＷ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1337,1337,20220531,3915,テラスカイ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1338,1338,20220531,3916,デジタル・インフォメーション・テクノロジー,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1339,1339,20220531,3917,アイリッジ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
1340,1340,20220531,3918,ＰＣＩホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1341,1341,20220531,3919,パイプドＨＤ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
1342,1342,20220531,3920,アイビーシー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
